Best_pretraining Loss,Best_subject Loss,Best_contrastive Loss,Model_type,Best_model_path
3.521409273147583,0.0,0.0,contrastive,./save/pretrain/contrastive/cnn_subject_3label/cnn_subject_3label_SWELLDataset_Mar_12_2026_23-24-18/encoder_best.pt
